CCDC121,Female
GPN1,Female
C1orf228,Female
FAM228A,Female
LYPD1,Female
CCL2,Male
CCL11,Male
SPON1,Male
ZNF300,Male
SPRR2E,Male
PARD3B,Male
ZNF618,Male
LOC282050,Male
